customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,phone_service,avg_monthly_gb_used,num_support_tickets,avg_monthly_minutes,satisfaction_score,payment_method,num_additional_services,last_interaction_date,churned,days_since_contact
TC-002234,55.38896007,Female,13.24874969,Month-to-month,84.56,1110.18,DSL,No,51.33,0.0,344.8,4.2,Electronic check,0.0,2024-06-30,1,0.0
TC-003114,23.85784597,Female,18.83457802,One year,44.43,864.44,Fiber optic,No,10.8,0.0,224.4,5.9,Mailed check,1.0,2024-06-24,0,6.0
TC-003999,66.65067234,Male,10.75238179,Month-to-month,72.78,887.07,Fiber optic,Yes,21.35,0.0,437.6,3.2,Credit card,4.0,2024-06-30,0,0.0
TC-003669,39.86780195,Male,1.0,Month-to-month,81.41,267.91,No internet,Yes,3.0,4.0,63.9,8.1,Credit card,1.0,2024-04-25,0,66.0
TC-003257,28.78397495,Female,6.544808089,Month-to-month,24.68,237.77,Fiber optic,Yes,21.24,0.0,0.0,8.3,Credit card,5.0,2024-06-27,0,3.0
TC-001279,44.88073675,Male,12.4587365,Month-to-month,113.1,1191.44,No internet,Yes,79.56,2.0,241.2,5.3,Bank transfer,5.0,2024-06-12,0,18.0
TC-001622,20.42583033,Male,18.23811383,Two year,84.88,1669.27,Fiber optic,No,12.9,3.0,199.1,6.2,Electronic check,5.0,2024-06-26,0,4.0
TC-003076,69.27092884,Female,14.75886319,One year,26.46,340.98,Fiber optic,No,2.36,1.0,457.2,4.3,Credit card,2.0,2024-06-23,0,7.0
TC-000068,57.05299347,Female,75.2671097,Two year,66.14,5034.81,DSL,No,13.41,0.0,161.0,4.2,Credit card,5.0,2024-05-21,0,40.0
TC-004741,49.78306771,Female,81.62209293,Month-to-month,54.99,4437.2,No internet,No,12.05,2.0,261.0,6.1,Bank transfer,4.0,2024-06-03,1,27.0
TC-002168,23.13633212,Female,8.259625888,Month-to-month,45.83,313.81,Fiber optic,No,2.82,3.0,236.7,9.4,Credit card,3.0,2024-05-17,0,44.0
TC-004746,37.72358614,Female,65.64397627,One year,58.28,3788.12,No internet,No,5.42,2.0,242.6,7.8,Mailed check,3.0,2024-06-04,0,26.0
TC-000821,34.24067325,Male,52.87772775,Month-to-month,80.05,4020.22,DSL,Yes,27.23,1.0,349.5,6.4,Credit card,4.0,2024-05-08,0,53.0
TC-001227,42.65717208,Male,23.31256358,One year,79.64,1972.56,DSL,Yes,42.05,2.0,191.2,6.7,Credit card,3.0,2024-06-12,0,18.0
TC-003186,61.95862356,Female,1.26834849,Month-to-month,71.99,9.71,DSL,Yes,17.08,3.0,421.1,3.3,Credit card,4.0,2024-06-20,1,10.0
TC-004891,29.66885982,Male,17.96354748,Two year,78.83,1400.88,Fiber optic,No,8.63,2.0,119.9,5.5,Bank transfer,0.0,2024-03-19,0,103.0
TC-002958,38.45167069,Female,11.67727361,Month-to-month,77.89,795.98,No internet,Yes,19.86,3.0,299.9,6.9,Credit card,3.0,2024-03-26,0,96.0
TC-004503,18.24617415,Male,12.06197791,One year,41.3,535.17,Fiber optic,Yes,24.43,0.0,121.2,5.7,Electronic check,0.0,2024-06-30,0,0.0
TC-004314,47.75152547,Male,41.20339049,Month-to-month,68.95,2587.03,Fiber optic,Yes,5.48,4.0,362.4,9.7,Credit card,5.0,2024-05-25,1,36.0
TC-004146,44.16488762,Male,28.61187098,One year,62.62,2035.4,Fiber optic,Yes,7.94,1.0,290.8,5.7,Mailed check,2.0,2024-06-03,1,27.0
TC-001144,43.8836468,Male,35.83528756,Month-to-month,43.28,1566.43,Fiber optic,Yes,2.42,2.0,286.2,7.5,Bank transfer,2.0,2024-05-14,1,47.0
TC-000398,62.30808561,Female,43.35910672,One year,71.24,3009.88,Fiber optic,No,4.79,3.0,248.3,9.9,Electronic check,4.0,2024-05-18,0,43.0
TC-004244,52.4803322,Female,51.53204991,One year,67.18,3183.05,DSL,Yes,6.09,5.0,203.3,5.4,Bank transfer,3.0,2024-06-27,1,3.0
TC-004346,42.4097007,Male,1.0,Month-to-month,19.03,32.85,Fiber optic,Yes,13.11,5.0,28.7,7.3,Credit card,1.0,2024-06-08,1,22.0
TC-004420,43.01292307,Female,49.48754992,Month-to-month,59.37,3051.09,No internet,Yes,3.45,1.0,376.4,5.7,Electronic check,4.0,2024-06-26,1,4.0
TC-001399,60.00620862,Male,45.42451641,Two year,82.27,3712.36,Fiber optic,Yes,17.28,0.0,241.7,5.0,Credit card,5.0,2024-06-27,0,3.0
TC-001660,59.09817842,Male,15.76108564,One year,68.16,976.98,Fiber optic,Yes,2.13,1.0,113.7,4.9,Bank transfer,0.0,2024-06-22,0,8.0
TC-000980,53.40621984,Female,14.36862386,Month-to-month,68.48,904.76,Fiber optic,Yes,5.87,2.0,309.2,9.2,Credit card,2.0,2024-06-27,1,3.0
TC-001299,46.01088471,Male,2.800480059,Month-to-month,91.87,327.78,DSL,Yes,45.21,2.0,184.0,8.9,Credit card,0.0,2024-06-30,1,0.0
TC-003661,36.59941097,Female,39.02736978,Month-to-month,103.35,3986.84,DSL,Yes,33.78,3.0,313.7,7.0,Credit card,2.0,2024-06-27,1,3.0
TC-000083,64.16841067,Male,6.738450576,One year,131.72,608.13,Fiber optic,Yes,34.12,0.0,353.6,8.8,Bank transfer,3.0,2024-06-23,0,7.0
TC-002226,61.81956048,Female,7.977318594,Two year,36.47,319.72,DSL,Yes,1.23,2.0,366.1,5.8,Credit card,0.0,2024-06-17,0,13.0
TC-002506,29.61884205,Male,1.072399659,One year,120.51,250.64,Fiber optic,Yes,25.04,3.0,184.0,5.0,Bank transfer,4.0,2024-04-20,0,71.0
TC-004317,25.08755852,Male,2.267122129,Month-to-month,77.17,20.44,Fiber optic,No,21.34,1.0,163.5,6.1,Bank transfer,5.0,2024-06-19,0,11.0
TC-004709,56.32903856,Female,4.833577167,Two year,26.65,312.96,Fiber optic,No,3.38,2.0,335.2,4.6,Bank transfer,5.0,2024-06-24,1,6.0
TC-004099,40.01745967,Male,1.704198173,Two year,94.7,116.96,DSL,Yes,0.5,4.0,121.1,5.0,Mailed check,0.0,2024-06-04,0,26.0
TC-000424,56.57356426,Male,10.86769646,Month-to-month,15.0,168.2,DSL,Yes,6.29,0.0,231.0,5.0,Bank transfer,3.0,2024-05-27,0,34.0
TC-004384,44.96875001,Male,20.38444003,Month-to-month,93.28,1763.67,Fiber optic,Yes,12.85,0.0,415.5,2.2,Credit card,3.0,2024-06-11,0,19.0
TC-001905,40.39046784,Male,12.49504823,Month-to-month,30.92,421.47,Fiber optic,Yes,9.33,2.0,290.5,4.6,Electronic check,3.0,2024-06-28,1,2.0
TC-004679,54.92154788,Female,4.439219634,Month-to-month,48.79,163.31,DSL,No,13.91,2.0,270.0,6.6,Credit card,1.0,2024-06-11,0,19.0
TC-004057,63.93293908,Male,10.77389378,Month-to-month,136.29,1445.84,Fiber optic,Yes,13.19,3.0,266.2,7.2,Credit card,4.0,2024-04-21,1,70.0
TC-003166,44.16488762,Female,11.14229581,One year,75.76,868.48,DSL,No,3.77,1.0,179.6,7.4,Electronic check,1.0,2024-06-05,0,25.0
TC-001566,37.78008664,Female,8.888454733,Two year,15.0,14.12,Fiber optic,Yes,11.35,2.0,275.0,7.6,Credit card,5.0,2024-05-22,0,39.0
TC-003424,48.27308634,Male,61.07762814,Two year,73.46,4569.11,Fiber optic,Yes,0.17,4.0,358.1,3.7,Electronic check,4.0,2024-06-10,1,20.0
TC-000840,38.79016734,Female,4.05664078,Month-to-month,85.62,415.8,DSL,No,34.96,1.0,36.5,6.0,Credit card,3.0,2024-05-30,1,31.0
TC-000501,55.89266321,Male,66.92734514,Month-to-month,33.39,2378.76,Fiber optic,No,33.32,2.0,149.2,5.3,Credit card,1.0,2024-06-12,0,18.0
TC-000142,61.60714131,Male,6.438450048,Month-to-month,51.28,340.7,Fiber optic,Yes,3.24,1.0,323.3,4.4,Credit card,4.0,2024-06-10,1,20.0
TC-001378,57.59857031,Female,9.989343662,Month-to-month,50.4,667.66,Fiber optic,Yes,3.75,0.0,198.3,4.7,Credit card,4.0,2024-06-18,0,12.0
TC-003771,57.02737281,Female,43.02961856,Month-to-month,73.79,3223.02,Fiber optic,Yes,46.3,4.0,236.6,8.3,Electronic check,2.0,2024-06-23,1,7.0
TC-002571,42.57356992,Male,5.638988359,Month-to-month,108.8,601.41,Fiber optic,No,2.93,5.0,392.3,7.7,Credit card,4.0,2024-06-17,0,13.0
TC-001139,50.96100105,Male,4.965058909,Month-to-month,58.83,260.83,No internet,Yes,22.24,4.0,426.8,6.9,Electronic check,3.0,2024-05-10,1,51.0
TC-002595,54.72646323,Female,38.42862719,Month-to-month,80.86,3171.9,Fiber optic,No,7.37,4.0,546.9,4.6,Bank transfer,1.0,2024-06-12,1,18.0
TC-001788,30.71765392,Male,11.7342254,Month-to-month,91.68,1023.55,No internet,Yes,6.17,1.0,180.4,6.6,Credit card,5.0,2024-05-09,0,52.0
TC-002616,52.02510733,Female,16.05503036,One year,72.56,1056.3,Fiber optic,No,69.33,0.0,336.5,4.6,Credit card,0.0,2024-06-09,0,21.0
TC-000551,43.29884681,Male,3.560609791,Two year,55.26,316.71,No internet,No,0.94,3.0,198.5,1.7,Electronic check,3.0,2024-05-02,1,59.0
TC-003163,35.11364535,Male,40.29893796,Two year,116.41,4578.65,Fiber optic,No,5.74,5.0,214.5,9.4,Credit card,5.0,2024-05-19,0,42.0
TC-002020,23.41112408,Male,88.73697478,Month-to-month,44.02,4023.44,Fiber optic,No,10.72,3.0,202.7,3.9,Mailed check,4.0,2024-06-29,0,1.0
TC-000949,41.31620975,Male,7.381145794,Month-to-month,49.22,253.91,No internet,No,42.12,3.0,356.8,3.3,Mailed check,4.0,2024-03-11,1,111.0
TC-002304,45.75300309,Female,43.37778684,Month-to-month,77.7,3287.51,Fiber optic,Yes,4.0,3.0,442.5,8.7,Electronic check,5.0,2024-06-17,1,13.0
TC-000533,41.00880302,Female,9.810936487,One year,97.16,961.51,No internet,No,9.94,2.0,448.0,5.6,Electronic check,0.0,2024-06-08,0,22.0
TC-001830,42.28274434,Male,20.85980773,Two year,77.99,1684.42,DSL,Yes,3.42,0.0,283.4,5.7,Credit card,4.0,2024-06-17,0,13.0
TC-004848,34.05799555,Male,1.278601276,Month-to-month,61.41,186.78,Fiber optic,Yes,1.5,1.0,129.0,1.4,Credit card,4.0,2024-06-21,0,9.0
TC-004463,54.64657998,Female,15.20981451,Month-to-month,18.81,269.63,DSL,Yes,25.26,3.0,537.2,8.3,Electronic check,4.0,2024-05-25,0,36.0
TC-003948,48.42279372,Male,13.52274251,Month-to-month,114.9,1406.05,Fiber optic,Yes,2.7,0.0,190.3,5.7,Bank transfer,1.0,2024-05-29,0,32.0
TC-001603,32.31053731,Female,1.0,Month-to-month,77.51,173.67,Fiber optic,Yes,7.7,2.0,231.7,0.7,Bank transfer,4.0,2024-06-25,1,5.0
TC-000640,22.57381842,Male,13.13681986,One year,97.54,1369.81,Fiber optic,No,7.81,1.0,366.6,2.4,Bank transfer,0.0,2024-06-23,1,7.0
TC-004882,62.60871578,Female,120.0,One year,87.62,10633.33,DSL,No,3.81,2.0,212.4,7.9,Mailed check,0.0,2024-06-15,0,15.0
TC-000968,69.01410649,Female,8.531589989,Month-to-month,46.86,313.9,DSL,No,6.44,1.0,380.8,3.1,Electronic check,0.0,2024-06-11,1,19.0
TC-004282,19.32174871,Female,42.12528812,Two year,53.81,1976.58,Fiber optic,Yes,13.93,1.0,517.6,6.6,Electronic check,0.0,2024-05-23,1,38.0
TC-002678,18.52795843,Male,14.86019298,Month-to-month,82.74,1146.87,Fiber optic,Yes,0.83,2.0,326.1,5.5,Mailed check,0.0,2024-06-11,1,19.0
TC-001684,46.86538923,Male,13.87291983,One year,80.23,1195.36,Fiber optic,No,6.95,3.0,289.0,5.5,Credit card,2.0,2024-06-01,0,29.0
TC-004516,28.30783621,Male,29.54751545,Month-to-month,50.57,1419.34,Fiber optic,Yes,38.64,2.0,403.5,6.1,Bank transfer,0.0,2024-05-17,1,44.0
TC-004545,47.55317835,Male,2.715559827,Month-to-month,92.43,115.96,Fiber optic,Yes,15.06,3.0,401.7,4.2,Bank transfer,3.0,2024-06-21,1,9.0
TC-000156,31.28472873,Female,1.357228138,Month-to-month,41.27,183.82,Fiber optic,Yes,13.43,2.0,243.8,5.3,Bank transfer,0.0,2024-06-10,0,20.0
TC-002535,35.7394978,Female,29.57602673,Two year,65.48,1784.36,Fiber optic,No,9.46,3.0,253.3,6.7,Bank transfer,1.0,2024-05-23,0,38.0
TC-003705,39.89437412,Female,48.83328022,Month-to-month,75.16,3654.43,Fiber optic,Yes,10.17,2.0,359.7,4.5,Bank transfer,4.0,2024-06-10,1,20.0
TC-001090,39.05475226,Male,13.16986593,One year,41.94,564.94,Fiber optic,No,73.1,3.0,327.0,3.5,Mailed check,2.0,2024-06-24,0,6.0
TC-002708,42.35854565,Male,22.11678874,Month-to-month,85.83,2030.48,Fiber optic,Yes,23.34,1.0,307.4,8.0,Bank transfer,4.0,2024-06-14,0,16.0
TC-004285,30.31360891,Male,19.45995743,Month-to-month,70.37,1253.05,Fiber optic,Yes,20.02,2.0,272.2,8.7,Mailed check,5.0,2024-06-25,0,5.0
TC-000289,46.21487802,Female,35.40377131,One year,101.46,3517.11,DSL,Yes,5.79,2.0,371.4,7.8,Credit card,1.0,2024-06-13,0,17.0
TC-000931,33.6720071,Female,6.409933802,Two year,71.16,576.2,DSL,No,5.64,2.0,339.2,8.0,Bank transfer,2.0,2024-06-11,0,19.0
TC-002585,58.44703851,Female,7.413347335,Month-to-month,23.71,120.9,No internet,Yes,3.85,3.0,330.0,5.3,Credit card,2.0,2024-05-31,1,30.0
TC-002306,85.0,Female,1.778015023,Month-to-month,99.2,253.86,Fiber optic,Yes,16.03,2.0,210.4,6.4,Credit card,0.0,2024-06-26,0,4.0
TC-003440,46.39073223,Female,9.56829185,Two year,75.06,816.9,Fiber optic,Yes,29.33,2.0,237.7,7.4,Mailed check,3.0,2024-06-05,1,25.0
TC-004134,61.07838633,Male,6.718202654,Two year,36.93,431.72,Fiber optic,Yes,35.01,0.0,508.1,5.7,Mailed check,4.0,2024-06-13,0,17.0
TC-003358,43.01292307,Female,43.24527853,Month-to-month,46.53,2038.01,No internet,Yes,5.6,2.0,292.1,8.7,Credit card,5.0,2024-05-25,0,36.0
TC-000943,51.75301767,Female,9.732361595,Month-to-month,75.98,675.78,No internet,Yes,0.23,1.0,445.2,3.6,Bank transfer,4.0,2024-06-20,1,10.0
TC-003935,42.90128992,Female,6.418187421,One year,43.69,206.38,Fiber optic,Yes,8.12,1.0,278.7,3.6,Credit card,2.0,2024-05-19,0,42.0
TC-004710,41.41885658,Female,16.05891388,Month-to-month,85.74,1298.19,Fiber optic,Yes,32.23,3.0,519.3,4.8,Credit card,3.0,2024-05-01,1,60.0
TC-001699,49.70861774,Female,1.877266102,One year,64.47,196.35,No internet,Yes,6.77,0.0,239.9,7.8,Credit card,1.0,2024-06-07,0,23.0
TC-004757,19.54113532,Male,15.61445855,Two year,99.02,1721.1,No internet,Yes,8.51,0.0,270.6,5.7,Bank transfer,5.0,2024-06-17,0,13.0
TC-003017,19.20980887,Male,19.25454372,Month-to-month,23.65,403.94,DSL,No,4.92,2.0,523.4,6.1,Mailed check,4.0,2024-06-19,1,11.0
TC-003648,45.19109664,Female,27.91886527,Two year,71.04,1846.75,DSL,No,7.07,4.0,86.6,5.3,Bank transfer,2.0,2024-06-16,0,14.0
TC-003913,57.14207683,Female,7.913680386,Month-to-month,84.41,563.19,Fiber optic,Yes,0.34,1.0,192.4,6.5,Electronic check,2.0,2024-05-15,1,46.0
TC-000986,24.62452966,Female,120.0,One year,34.43,4322.31,DSL,No,0.42,2.0,206.6,9.9,Credit card,4.0,2024-04-10,0,81.0
TC-002828,41.06993986,Female,10.70374692,Month-to-month,56.1,644.78,DSL,Yes,36.19,3.0,295.6,4.8,Bank transfer,1.0,2024-05-23,0,38.0
TC-002232,53.85938399,Female,8.548732662,Month-to-month,103.51,898.55,Fiber optic,No,4.95,3.0,242.8,5.1,Mailed check,3.0,2024-02-24,1,127.0
TC-002268,46.79477739,Male,1.0,Two year,92.86,364.2,Fiber optic,Yes,11.82,3.0,273.9,6.4,Bank transfer,1.0,2024-06-21,0,9.0
TC-004827,43.26757719,Male,69.42772479,Two year,77.42,5398.11,DSL,Yes,40.11,2.0,397.4,2.6,Mailed check,3.0,2024-06-17,0,13.0
TC-000982,48.38186343,Male,61.14698921,Month-to-month,67.27,4313.87,DSL,No,5.5,2.0,419.7,6.8,Bank transfer,3.0,2024-06-02,1,28.0
TC-003408,43.89266855,Female,5.057850089,Month-to-month,30.55,43.57,DSL,Yes,0.13,0.0,175.7,8.9,Credit card,1.0,2024-06-19,0,11.0
TC-004528,53.45790527,Male,8.71931591,Month-to-month,55.71,521.36,No internet,Yes,35.71,5.0,261.7,8.9,Mailed check,3.0,2024-05-31,1,30.0
TC-003226,27.18189989,Female,34.06978784,One year,43.2,1457.62,Fiber optic,No,16.76,4.0,209.3,5.7,Credit card,5.0,2024-05-04,0,57.0
TC-003002,29.09422484,Male,22.96046423,Month-to-month,71.22,1545.89,Fiber optic,Yes,8.22,0.0,314.5,7.6,Bank transfer,4.0,2024-05-07,0,54.0
TC-004588,55.78372282,Female,8.471265095,One year,68.91,478.96,Fiber optic,Yes,15.05,2.0,362.7,5.6,Credit card,2.0,2024-04-06,0,85.0
TC-003920,41.10877228,Female,45.32684205,One year,15.0,846.57,Fiber optic,Yes,40.85,0.0,425.4,6.5,Credit card,0.0,2024-06-26,0,4.0
TC-001458,47.71737577,Female,22.14956961,Month-to-month,74.96,1812.29,Fiber optic,Yes,1.35,0.0,514.0,9.2,Credit card,3.0,2024-06-27,1,3.0
TC-001396,44.77020459,Female,120.0,Two year,76.74,9147.95,Fiber optic,No,6.86,2.0,138.2,6.2,Credit card,5.0,2024-06-27,1,3.0
TC-000265,38.21147773,Male,25.53745137,One year,41.61,907.71,Fiber optic,Yes,5.1,2.0,258.0,7.8,Bank transfer,0.0,2024-05-21,0,40.0
TC-002441,68.24375856,Female,1.0,Month-to-month,137.16,170.53,No internet,Yes,8.59,0.0,366.1,6.9,Credit card,5.0,2024-05-03,0,58.0
TC-000930,41.01374608,Male,7.63310144,Month-to-month,109.61,792.97,No internet,No,46.36,1.0,229.0,6.4,Electronic check,2.0,2024-06-11,1,19.0
TC-003124,36.6295593,Male,24.87603187,Month-to-month,68.17,1684.13,DSL,No,1.77,1.0,288.5,4.4,Electronic check,1.0,2024-05-15,1,46.0
TC-002179,72.35409329,Female,15.02576219,Month-to-month,113.56,1849.94,DSL,Yes,11.9,2.0,479.9,4.4,Bank transfer,2.0,2024-06-16,1,14.0
TC-003571,37.53776699,Female,1.31844556,Two year,71.12,207.88,Fiber optic,Yes,6.65,1.0,318.6,7.3,Electronic check,1.0,2024-02-14,0,137.0
TC-000247,34.87582033,Male,17.30106545,Month-to-month,69.78,1411.5,Fiber optic,Yes,5.41,2.0,86.1,6.1,Bank transfer,1.0,2024-06-17,1,13.0
TC-003663,47.6002284,Female,14.72448525,One year,86.68,1248.94,Fiber optic,Yes,47.81,2.0,334.0,5.1,Credit card,0.0,2024-05-03,0,58.0
TC-001759,66.18417387,Male,5.279136418,One year,68.59,449.03,Fiber optic,Yes,20.72,1.0,293.7,2.5,Electronic check,3.0,2024-06-04,0,26.0
TC-004915,22.92121498,Male,11.10210693,Two year,70.93,790.18,Fiber optic,No,3.49,2.0,332.5,7.1,Bank transfer,4.0,2024-06-16,0,14.0
TC-002868,28.69978617,Male,3.717042193,Month-to-month,65.39,981.625,Fiber optic,Yes,11.73,1.0,388.5,4.3,Electronic check,2.0,2024-05-15,0,46.0
TC-000924,31.49818778,Female,47.49986936,Month-to-month,77.39,3687.51,No internet,No,7.68,2.0,154.0,8.6,Bank transfer,3.0,2024-06-22,0,8.0
TC-002390,57.52874002,Female,25.98642468,One year,79.1,2073.2,DSL,Yes,0.83,2.0,501.1,4.1,Electronic check,1.0,2024-05-17,0,44.0
TC-000269,35.3993327,Female,18.79807875,Month-to-month,86.57,1885.96,DSL,Yes,49.0,3.0,204.4,8.8,Credit card,4.0,2024-05-03,0,58.0
TC-000670,58.37260278,Male,1.0,Month-to-month,45.06,135.03,DSL,No,53.21,1.0,384.7,3.3,Electronic check,3.0,2024-05-04,0,57.0
TC-004936,50.15086242,Male,61.14609136,Month-to-month,87.08,5275.26,No internet,Yes,7.93,1.0,369.5,7.4,Credit card,3.0,2024-06-09,0,21.0
TC-001911,67.98772499,Male,30.89535377,One year,84.67,2593.25,Fiber optic,Yes,13.68,2.0,339.8,10.0,Credit card,5.0,2024-06-03,0,27.0
TC-003047,59.38611097,Male,10.11242593,Month-to-month,91.29,824.97,Fiber optic,Yes,6.03,1.0,352.1,10.0,Mailed check,3.0,2024-05-16,0,45.0
TC-001153,43.01292307,Female,5.002230829,Month-to-month,63.73,285.04,DSL,Yes,14.92,0.0,336.0,8.2,Credit card,3.0,2024-04-12,0,79.0
TC-004867,44.86374786,Female,9.357718675,One year,103.77,1113.33,Fiber optic,Yes,21.16,4.0,259.4,8.5,Bank transfer,2.0,2024-06-30,0,0.0
TC-003524,66.43749547,Male,17.67691456,Month-to-month,38.07,653.65,Fiber optic,No,21.86,1.0,332.4,7.0,Credit card,0.0,2024-05-23,1,38.0
TC-004513,33.16331801,Female,15.83744309,Two year,86.92,1466.73,Fiber optic,Yes,0.26,2.0,540.3,1.8,Electronic check,4.0,2024-06-16,1,14.0
TC-003964,53.53259514,Male,7.155588541,Month-to-month,64.66,523.58,DSL,No,5.92,4.0,337.9,8.2,Electronic check,3.0,2024-04-06,0,85.0
TC-004529,41.20339797,Female,120.0,One year,66.91,8124.96,DSL,Yes,26.69,1.0,198.3,2.3,Credit card,0.0,2024-03-10,0,112.0
TC-003044,45.36324606,Female,4.695969728,Month-to-month,114.02,551.33,No internet,Yes,14.25,2.0,197.5,5.4,Electronic check,3.0,2024-06-14,1,16.0
TC-001916,33.859893,Female,3.877482737,Month-to-month,60.09,268.63,DSL,Yes,22.81,0.0,386.5,5.4,Electronic check,2.0,2024-06-11,1,19.0
TC-000613,46.19952939,Male,25.18723164,Two year,75.38,1976.15,DSL,No,15.1,2.0,307.6,6.0,Credit card,5.0,2024-05-12,1,49.0
TC-002451,28.25712127,Male,22.25147428,Two year,90.16,1954.22,No internet,No,39.02,2.0,319.4,7.4,Bank transfer,1.0,2024-05-28,0,33.0
TC-004125,46.6151498,Male,43.09108441,Two year,93.06,4092.13,No internet,Yes,31.4,0.0,259.7,8.7,Electronic check,0.0,2024-05-02,0,59.0
TC-001899,50.41379172,Male,20.78756829,Two year,83.17,1795.75,No internet,Yes,6.85,2.0,292.2,6.2,Credit card,5.0,2024-06-28,0,2.0
TC-001650,80.84345463,Male,58.61388908,Month-to-month,61.03,3705.82,Fiber optic,No,1.05,1.0,131.5,5.4,Credit card,1.0,2024-04-15,1,76.0
TC-002499,53.85557844,Male,17.0472417,Two year,68.4,1170.71,DSL,Yes,12.7,1.0,180.1,9.4,Mailed check,0.0,2024-06-07,0,23.0
TC-000259,48.65729142,Female,2.9683958,Month-to-month,75.53,342.14,DSL,Yes,15.62,0.0,254.7,5.9,Credit card,3.0,2024-06-06,1,24.0
TC-000848,78.8295021,Female,20.23106605,Month-to-month,64.48,1427.73,DSL,Yes,17.06,3.0,417.4,8.3,Bank transfer,2.0,2024-05-13,0,48.0
TC-004296,19.09248215,Female,9.13136933,Month-to-month,80.17,890.8,DSL,No,33.01,3.0,72.8,6.6,Mailed check,1.0,2024-05-21,0,40.0
TC-001234,80.69564006,Male,30.04339749,One year,62.33,1889.4,DSL,Yes,1.11,1.0,205.8,4.9,Credit card,4.0,2024-06-13,1,17.0
TC-001128,30.68586225,Female,4.379239979,Month-to-month,76.93,259.58,DSL,Yes,2.01,0.0,262.8,5.5,Bank transfer,3.0,2024-06-27,0,3.0
TC-001968,39.73090075,Male,57.47761565,One year,132.73,7649.25,Fiber optic,No,3.54,1.0,401.9,4.5,Mailed check,2.0,2024-06-26,0,4.0
TC-000559,47.91678214,Female,35.73884305,Two year,132.13,4583.94,Fiber optic,Yes,10.14,1.0,240.4,6.9,Electronic check,5.0,2024-06-13,0,17.0
TC-003983,85.0,Male,7.662918573,Month-to-month,15.0,134.46,Fiber optic,Yes,15.04,2.0,273.7,3.3,Bank transfer,1.0,2024-06-21,0,9.0
TC-000485,30.65473882,Female,31.01562261,Month-to-month,86.61,2631.05,Fiber optic,Yes,16.51,4.0,368.9,6.9,Mailed check,0.0,2024-06-16,0,14.0
TC-002212,51.0677299,Male,13.52447981,Month-to-month,43.6,618.7,Fiber optic,Yes,45.75,3.0,283.2,9.3,Electronic check,0.0,2024-06-23,0,7.0
TC-001321,42.84974887,Male,7.496292533,Two year,30.56,324.24,Fiber optic,Yes,7.78,5.0,224.3,4.6,Electronic check,4.0,2024-06-27,1,3.0
TC-002575,81.31189637,Female,14.48673174,Month-to-month,85.56,1171.82,Fiber optic,Yes,6.36,1.0,257.0,7.9,Bank transfer,5.0,2024-06-29,0,1.0
TC-000008,53.51152094,Male,4.676860469,Month-to-month,125.96,589.16,Fiber optic,Yes,4.61,0.0,421.0,7.7,Electronic check,0.0,2024-06-26,1,4.0
TC-004408,36.22585667,Male,3.51478076,Two year,75.84,222.86,Fiber optic,No,10.97,1.0,214.5,4.6,Electronic check,4.0,2024-06-10,0,20.0
TC-003255,47.5142976,Male,16.93038328,Month-to-month,56.63,888.05,DSL,No,19.5,4.0,304.0,9.1,Credit card,5.0,2024-06-07,1,23.0
TC-001451,46.63249519,Male,3.005438773,One year,56.77,244.06,Fiber optic,Yes,4.16,5.0,0.0,7.1,Credit card,2.0,2024-06-23,0,7.0
TC-004059,56.42980784,Female,21.56351478,Month-to-month,17.36,487.59,Fiber optic,Yes,4.12,4.0,420.3,5.6,Mailed check,2.0,2024-05-16,1,45.0
TC-001815,37.97204028,Male,8.406708408,Month-to-month,45.95,513.36,Fiber optic,Yes,2.52,1.0,335.7,7.4,Bank transfer,1.0,2024-06-16,1,14.0
TC-000774,56.58831674,Male,16.24677818,Month-to-month,109.32,1869.31,DSL,Yes,4.24,0.0,303.5,3.5,Credit card,1.0,2024-05-23,0,38.0
TC-001012,44.96399407,Female,29.42648872,Month-to-month,49.29,1383.83,Fiber optic,Yes,0.09,2.0,325.1,6.1,Bank transfer,0.0,2024-06-22,0,8.0
TC-003146,49.05066281,Male,34.94373467,Month-to-month,77.62,2633.27,Fiber optic,No,0.13,1.0,224.2,5.8,Mailed check,1.0,2024-06-23,1,7.0
TC-002816,54.21227643,Female,52.21532108,Month-to-month,41.63,2205.68,DSL,Yes,113.2,2.0,281.7,5.8,Bank transfer,1.0,2024-06-15,1,15.0
TC-001992,53.31436995,Female,19.46993787,Month-to-month,57.1,1131.74,Fiber optic,Yes,29.02,-1.0,246.1,6.8,Credit card,4.0,2024-05-03,0,58.0
TC-001278,47.89976759,Male,60.67533706,Month-to-month,66.37,3969.85,No internet,No,3.94,1.0,295.2,4.1,Electronic check,4.0,2024-05-17,1,44.0
TC-001784,53.40083946,Male,48.02424578,Month-to-month,36.57,1849.68,Fiber optic,Yes,15.67,2.0,304.0,3.3,Electronic check,3.0,2024-05-23,0,38.0
TC-003169,40.55064495,Female,12.46036137,Month-to-month,67.82,892.41,DSL,Yes,7.33,2.0,353.8,5.3,Credit card,3.0,2024-06-02,1,28.0
TC-000447,47.49897369,Female,5.366460601,Month-to-month,43.87,277.02,DSL,No,9.64,2.0,192.4,3.9,Electronic check,5.0,2024-03-16,1,106.0
